"","x","items","count","total","rnd","customer","age","city","payment_type"
"8983",8983,"frozen fish,brown bread,canned beer,rum,newspapers",5,337,13,"Sayed",37,"Cairo","Credit"
"8984",8984,"whole milk",1,772,10,"Samy",55,"Alexandria","Cash"
"8985",8985,"ham,pork,shopping bags",3,1666,8,"Rania",37,"Dakahlia","Cash"
"8986",8986,"sausage,tropical fruit,pip fruit,berries,other vegetables,whole milk,butter,curd,whipped/sour cream,cat food,salty snack,popcorn,pot plants,shopping bags",14,1281,14,"Magdy",36,"Sohag","Cash"
"8987",8987,"shopping bags",1,1413,5,"Shimaa",55,"Port Said","Credit"
"8988",8988,"cereals,salty snack",2,1466,9,"Maged",60,"Hurghada","Credit"
"8989",8989,"frozen fish,liquor (appetizer)",2,153,8,"Rania",37,"Dakahlia","Cash"
"8990",8990,"whole milk,white bread,margarine,cat food,soda",5,1494,2,"Mohamed",25,"Alexandria","Credit"
"8991",8991,"soda,canned beer",2,764,2,"Mohamed",25,"Alexandria","Credit"
"8992",8992,"pastry,soda,misc. beverages,canned beer,salty snack,chocolate,shopping bags",7,2198,10,"Samy",55,"Alexandria","Credit"
"8993",8993,"frankfurter,tropical fruit,pip fruit,other vegetables,yogurt,whipped/sour cream,rolls/buns,bottled water,soda,misc. beverages,chocolate,specialty chocolate,candy,shopping bags",14,851,11,"Hanan",22,"Fayoum","Cash"
"8994",8994,"yogurt,UHT-milk,domestic eggs,rolls/buns,long life bakery product",5,2195,7,"Huda",39,"Gharbia","Credit"
"8995",8995,"domestic eggs,canned beer,liquor (appetizer),chocolate marshmallow,shopping bags",5,2039,11,"Hanan",22,"Fayoum","Credit"
"8996",8996,"sausage,other vegetables,whole milk,butter,fruit/vegetable juice",5,218,8,"Rania",37,"Dakahlia","Credit"
"8997",8997,"ham,whole milk,white bread",3,1794,7,"Huda",39,"Gharbia","Cash"
"8998",8998,"other vegetables,whole milk,pastry,salty snack,candy",5,1553,1,"Farida",22,"Cairo","Credit"
"8999",8999,"tropical fruit,yogurt,soda",3,1516,11,"Hanan",22,"Fayoum","Credit"
"9000",9000,"whole milk,brown bread,margarine",3,371,4,"Adel",50,"Alexandria","Cash"
"9001",9001,"sausage,pork,citrus fruit,tropical fruit,pip fruit,root vegetables,whole milk,butter,curd,yogurt,cream,sliced cheese,hard cheese,frozen vegetables,frozen fish,frozen potato products,brown bread,margarine,baking powder,cat food,pet care,soda,fruit/vegetable juice,nut snack,chocolate,female sanitary products,hygiene articles,napkins,house keeping products",29,2459,7,"Huda",39,"Gharbia","Cash"
"9002",9002,"tropical fruit,whole milk",2,944,10,"Samy",55,"Alexandria","Cash"
"9003",9003,"domestic eggs,pastry,bottled beer,canned beer,long life bakery product,chocolate,candles,newspapers",8,2351,15,"Sameh",35,"Hurghada","Credit"
"9004",9004,"red/blush wine",1,2079,2,"Mohamed",25,"Alexandria","Cash"
"9005",9005,"rolls/buns",1,1040,13,"Sayed",37,"Cairo","Credit"
"9006",9006,"other vegetables,frozen fish,brown bread,red/blush wine",4,1158,3,"Ahmed",30,"Giza","Credit"
"9007",9007,"frankfurter,pip fruit,soft cheese,semi-finished bread,chewing gum,specialty chocolate",6,1727,15,"Sameh",35,"Hurghada","Credit"
"9008",9008,"citrus fruit,root vegetables,other vegetables,UHT-milk,domestic eggs,canned fruit,soda,waffles,candy,newspapers",10,2201,1,"Farida",22,"Cairo","Cash"
"9009",9009,"dessert,butter milk,brown bread,canned beer,shopping bags",5,2059,11,"Hanan",22,"Fayoum","Cash"
"9010",9010,"tropical fruit,whole milk,yogurt,semi-finished bread,bottled water,soda,chocolate marshmallow",7,910,5,"Shimaa",55,"Port Said","Cash"
"9011",9011,"hamburger meat,tropical fruit,other vegetables,shopping bags",4,1318,5,"Shimaa",55,"Port Said","Credit"
"9012",9012,"soda",1,1871,4,"Adel",50,"Alexandria","Cash"
"9013",9013,"chicken,other vegetables,whole milk,yogurt,frozen vegetables,rolls/buns,oil,bottled beer,canned beer,long life bakery product",10,661,11,"Hanan",22,"Fayoum","Credit"
"9014",9014,"rolls/buns,sugar",2,2200,3,"Ahmed",30,"Giza","Cash"
"9015",9015,"butter,curd,yogurt,whipped/sour cream,margarine,salty snack,hygiene articles",7,2006,5,"Shimaa",55,"Port Said","Cash"
"9016",9016,"pip fruit,herbs,other vegetables,whole milk,whipped/sour cream",5,355,13,"Sayed",37,"Cairo","Credit"
"9017",9017,"specialty bar",1,1790,6,"Walaa",29,"Cairo","Cash"
"9018",9018,"sausage,tropical fruit,other vegetables,whole milk,frozen vegetables,rolls/buns,white bread,brown bread,roll products ,oil,sugar",11,277,2,"Mohamed",25,"Alexandria","Cash"
"9019",9019,"grapes,other vegetables,butter,newspapers",4,1477,1,"Farida",22,"Cairo","Credit"
"9020",9020,"semi-finished bread",1,1325,2,"Mohamed",25,"Alexandria","Cash"
"9021",9021,"domestic eggs,white bread,pastry,canned beer,newspapers",5,528,1,"Farida",22,"Cairo","Cash"
"9022",9022,"pastry",1,713,14,"Magdy",36,"Sohag","Credit"
"9023",9023,"root vegetables,whole milk,brown bread,margarine",4,2292,14,"Magdy",36,"Sohag","Credit"
"9024",9024,"whole milk,domestic eggs",2,383,5,"Shimaa",55,"Port Said","Cash"
"9025",9025,"meat,citrus fruit,whole milk",3,185,2,"Mohamed",25,"Alexandria","Credit"
"9026",9026,"canned beer",1,2111,10,"Samy",55,"Alexandria","Cash"
"9027",9027,"frankfurter,pork,other vegetables,butter milk,UHT-milk,sliced cheese,brown bread,margarine",8,848,12,"Eman",23,"Aswan","Cash"
"9028",9028,"grapes,other vegetables,pastry,dish cleaner",4,562,8,"Rania",37,"Dakahlia","Credit"
"9029",9029,"candles",1,1279,9,"Maged",60,"Hurghada","Credit"
"9030",9030,"other vegetables,canned beer,snack products",3,197,3,"Ahmed",30,"Giza","Cash"
"9031",9031,"tropical fruit,whole milk,butter,butter milk,brown bread,pastry",6,949,8,"Rania",37,"Dakahlia","Credit"
"9032",9032,"chicken,whole milk,butter,curd,domestic eggs,newspapers",6,413,8,"Rania",37,"Dakahlia","Cash"
"9033",9033,"soda",1,1148,12,"Eman",23,"Aswan","Credit"
"9034",9034,"ham,pork,berries,root vegetables,oil,soda,bottled beer,salty snack,popcorn,newspapers",10,2222,9,"Maged",60,"Hurghada","Credit"
"9035",9035,"pork,tropical fruit,grapes,onions,other vegetables,whole milk,yogurt,frozen vegetables,pet care,bottled water,seasonal products",11,2460,3,"Ahmed",30,"Giza","Cash"
"9036",9036,"frozen vegetables,pasta,bottled water,soda",4,176,9,"Maged",60,"Hurghada","Cash"
"9037",9037,"beef,other vegetables,whole milk,brown bread,waffles",5,1899,5,"Shimaa",55,"Port Said","Credit"
"9038",9038,"pork,pip fruit,grapes,other vegetables,whole milk,pastry,flour,oil,sugar,dog food,chocolate",11,1065,5,"Shimaa",55,"Port Said","Cash"
"9039",9039,"dessert",1,727,1,"Farida",22,"Cairo","Cash"
"9040",9040,"pork,yogurt,UHT-milk,salty snack",4,680,9,"Maged",60,"Hurghada","Cash"
"9041",9041,"chicken,hamburger meat,citrus fruit,tropical fruit,pip fruit,other vegetables,yogurt,rolls/buns,mustard,canned vegetables,cake bar,napkins,newspapers",13,1075,2,"Mohamed",25,"Alexandria","Cash"
"9042",9042,"hamburger meat,citrus fruit,tropical fruit,other vegetables,whipped/sour cream,beverages,white bread,hygiene articles,napkins",9,220,2,"Mohamed",25,"Alexandria","Cash"
"9043",9043,"chicken,pork,beef,hamburger meat,citrus fruit,other vegetables,packaged fruit/vegetables,whole milk,pastry,napkins",10,1213,7,"Huda",39,"Gharbia","Credit"
"9044",9044,"baking powder,newspapers,flower (seeds)",3,2316,11,"Hanan",22,"Fayoum","Cash"
"9045",9045,"other vegetables,dessert,brown bread,salt,margarine,fruit/vegetable juice,newspapers",7,203,5,"Shimaa",55,"Port Said","Credit"
"9046",9046,"curd,bottled water,soda",3,1274,15,"Sameh",35,"Hurghada","Credit"
"9047",9047,"tropical fruit,root vegetables,other vegetables,whole milk,processed cheese",5,1158,15,"Sameh",35,"Hurghada","Credit"
"9048",9048,"rolls/buns",1,897,12,"Eman",23,"Aswan","Cash"
"9049",9049,"meat,dessert,UHT-milk,fruit/vegetable juice",4,2104,14,"Magdy",36,"Sohag","Credit"
"9050",9050,"soda",1,2353,15,"Sameh",35,"Hurghada","Credit"
"9051",9051,"photo/film",1,234,14,"Magdy",36,"Sohag","Cash"
"9052",9052,"pet care,bottled water,misc. beverages,shopping bags",4,307,10,"Samy",55,"Alexandria","Cash"
"9053",9053,"other vegetables,whole milk,yogurt,whipped/sour cream,baking powder,misc. beverages,sparkling wine,dish cleaner",8,354,12,"Eman",23,"Aswan","Cash"
"9054",9054,"citrus fruit,other vegetables,white wine,long life bakery product,candles",5,2333,3,"Ahmed",30,"Giza","Credit"
"9055",9055,"citrus fruit,beverages,domestic eggs,rolls/buns,bottled water,chewing gum,chocolate marshmallow",7,2098,3,"Ahmed",30,"Giza","Credit"
"9056",9056,"rolls/buns,photo/film",2,618,3,"Ahmed",30,"Giza","Credit"
"9057",9057,"canned beer",1,2365,10,"Samy",55,"Alexandria","Cash"
"9058",9058,"canned beer",1,1147,14,"Magdy",36,"Sohag","Credit"
"9059",9059,"sugar",1,1417,2,"Mohamed",25,"Alexandria","Cash"
"9060",9060,"meat,pork,tropical fruit,berries,baking powder,canned fish,seasonal products",7,1132,15,"Sameh",35,"Hurghada","Cash"
"9061",9061,"frankfurter,beef,other vegetables,whole milk,butter milk,yogurt,hard cheese,coffee,photo/film",9,622,2,"Mohamed",25,"Alexandria","Credit"
"9062",9062,"dishes",1,2288,1,"Farida",22,"Cairo","Credit"
"9063",9063,"pork,other vegetables,whole milk,rolls/buns",4,2338,11,"Hanan",22,"Fayoum","Cash"
"9064",9064,"frankfurter,citrus fruit,grapes,root vegetables,onions,other vegetables,whole milk,rolls/buns,soups,bottled beer,newspapers",11,675,7,"Huda",39,"Gharbia","Credit"
"9065",9065,"other vegetables,whole milk,whipped/sour cream,pastry,bottled beer",5,1867,14,"Magdy",36,"Sohag","Credit"
"9066",9066,"newspapers",1,893,10,"Samy",55,"Alexandria","Credit"
"9067",9067,"berries,root vegetables,whipped/sour cream,soda",4,209,11,"Hanan",22,"Fayoum","Credit"
"9068",9068,"beef,whole milk,rolls/buns,white bread,margarine,newspapers",6,1528,10,"Samy",55,"Alexandria","Credit"
"9069",9069,"whole milk,whipped/sour cream,rolls/buns,pickled vegetables,bottled water,long life bakery product",6,1156,9,"Maged",60,"Hurghada","Credit"
"9070",9070,"citrus fruit,whole milk,whipped/sour cream,rolls/buns,margarine,cling film/bags",6,1696,7,"Huda",39,"Gharbia","Cash"
"9071",9071,"other vegetables,whole milk,condensed milk,white bread,sugar,coffee,soda,fruit/vegetable juice,bottled beer,shopping bags",10,1658,9,"Maged",60,"Hurghada","Credit"
"9072",9072,"root vegetables,whole milk,flour,sugar,soda,misc. beverages",6,2300,7,"Huda",39,"Gharbia","Credit"
"9073",9073,"frankfurter,hamburger meat,other vegetables,pastry,dish cleaner,cling film/bags,kitchen towels",7,1502,8,"Rania",37,"Dakahlia","Cash"
"9074",9074,"other vegetables",1,2021,4,"Adel",50,"Alexandria","Cash"
"9075",9075,"sausage,tropical fruit,curd,yogurt,dog food,bottled water,long life bakery product,hygiene articles,shopping bags",9,1513,3,"Ahmed",30,"Giza","Cash"
"9076",9076,"yogurt,abrasive cleaner",2,2460,2,"Mohamed",25,"Alexandria","Cash"
"9077",9077,"sausage,rolls/buns,canned beer",3,1576,11,"Hanan",22,"Fayoum","Cash"
"9078",9078,"hamburger meat,whole milk,butter milk,yogurt,margarine,baking powder",6,2053,6,"Walaa",29,"Cairo","Cash"
"9079",9079,"pork,root vegetables,brown bread,bottled water,soda",5,1277,2,"Mohamed",25,"Alexandria","Credit"
"9080",9080,"tropical fruit,other vegetables,whole milk,butter,yogurt",5,504,6,"Walaa",29,"Cairo","Cash"
"9081",9081,"rolls/buns,pickled vegetables,chewing gum,specialty chocolate",4,1665,6,"Walaa",29,"Cairo","Credit"
"9082",9082,"tropical fruit",1,917,4,"Adel",50,"Alexandria","Credit"
"9083",9083,"sausage,chicken,pork,citrus fruit,berries,root vegetables,packaged fruit/vegetables,curd,yogurt,whipped/sour cream,frozen vegetables",11,540,13,"Sayed",37,"Cairo","Credit"
"9084",9084,"hamburger meat,other vegetables,whole milk,butter,specialty cheese,pastry,cereals",7,1413,12,"Eman",23,"Aswan","Credit"
"9085",9085,"pip fruit,root vegetables,other vegetables,cream cheese ,domestic eggs,pickled vegetables,fruit/vegetable juice",7,2403,12,"Eman",23,"Aswan","Credit"
"9086",9086,"beef,curd,yogurt,whipped/sour cream,frozen meals,brown bread,canned fish,coffee,candy,cling film/bags",10,681,7,"Huda",39,"Gharbia","Cash"
"9087",9087,"other vegetables,yogurt,rolls/buns,salt,sparkling wine,napkins",6,756,13,"Sayed",37,"Cairo","Cash"
"9088",9088,"sausage",1,469,15,"Sameh",35,"Hurghada","Credit"
"9089",9089,"other vegetables,whole milk,canned beer",3,484,10,"Samy",55,"Alexandria","Cash"
"9090",9090,"ham,meat,root vegetables,other vegetables,whole milk,curd,yogurt,frozen vegetables,frozen meals,frozen fish,rolls/buns,jam,misc. beverages,candy,seasonal products,detergent",16,789,6,"Walaa",29,"Cairo","Cash"
"9091",9091,"frankfurter,other vegetables,whole milk,whipped/sour cream",4,2228,13,"Sayed",37,"Cairo","Credit"
"9092",9092,"meat,citrus fruit,hard cheese,soda",4,366,8,"Rania",37,"Dakahlia","Credit"
"9093",9093,"ham,root vegetables,herbs,whole milk,curd,yogurt,hard cheese,rolls/buns,detergent",9,498,8,"Rania",37,"Dakahlia","Credit"
"9094",9094,"citrus fruit,onions,other vegetables,yogurt,beverages,rolls/buns,brown bread,vinegar,bottled water,long life bakery product",10,2044,1,"Farida",22,"Cairo","Cash"
"9095",9095,"rolls/buns,bottled beer,brandy",3,2099,6,"Walaa",29,"Cairo","Cash"
"9096",9096,"sausage,pip fruit,UHT-milk,soups,sauces,cat food,newspapers",7,106,3,"Ahmed",30,"Giza","Cash"
"9097",9097,"root vegetables,herbs,other vegetables,dessert,ice cream,cake bar,newspapers,shopping bags",8,2165,6,"Walaa",29,"Cairo","Credit"
"9098",9098,"berries,other vegetables,semi-finished bread",3,1669,15,"Sameh",35,"Hurghada","Cash"
"9099",9099,"pork,soda,canned beer,male cosmetics",4,2269,14,"Magdy",36,"Sohag","Cash"
"9100",9100,"meat,specialty chocolate",2,314,8,"Rania",37,"Dakahlia","Credit"
"9101",9101,"pastry,fruit/vegetable juice",2,581,12,"Eman",23,"Aswan","Cash"
"9102",9102,"long life bakery product",1,2102,12,"Eman",23,"Aswan","Credit"
"9103",9103,"meat,pork,fish,tropical fruit,grapes,berries,other vegetables,whole milk,frozen vegetables,semi-finished bread,chocolate,detergent,kitchen utensil,candles",14,2222,5,"Shimaa",55,"Port Said","Cash"
"9104",9104,"meat,root vegetables,other vegetables,dessert,yogurt,whipped/sour cream,rolls/buns,potato products,soda,misc. beverages,napkins,photo/film",12,1885,6,"Walaa",29,"Cairo","Cash"
"9105",9105,"sauces,red/blush wine,waffles,newspapers",4,1870,9,"Maged",60,"Hurghada","Cash"
"9106",9106,"pip fruit,coffee",2,2367,8,"Rania",37,"Dakahlia","Cash"
"9107",9107,"root vegetables,white bread,chewing gum",3,2170,4,"Adel",50,"Alexandria","Cash"
"9108",9108,"ham,citrus fruit,tropical fruit,pip fruit,root vegetables,other vegetables,whole milk,brown bread",8,2191,13,"Sayed",37,"Cairo","Cash"
"9109",9109,"hamburger meat,other vegetables,whole milk,yogurt,whipped/sour cream,mayonnaise,frozen vegetables,frozen fish,soups,fruit/vegetable juice,canned beer,detergent",12,1249,4,"Adel",50,"Alexandria","Cash"
"9110",9110,"yogurt,long life bakery product,photo/film,pot plants",4,1448,8,"Rania",37,"Dakahlia","Cash"
"9111",9111,"beef,whole milk,butter,rolls/buns,pastry,cat food,hygiene articles",7,1063,14,"Magdy",36,"Sohag","Credit"
"9112",9112,"citrus fruit,pip fruit,onions,other vegetables,whole milk,butter milk,whipped/sour cream,cream cheese ,domestic eggs,brown bread,shopping bags",11,646,12,"Eman",23,"Aswan","Credit"
"9113",9113,"berries,herbs,pot plants",3,135,1,"Farida",22,"Cairo","Cash"
"9114",9114,"frankfurter,sausage,chicken,pork,tropical fruit,pip fruit,root vegetables,whole milk,dessert,cream cheese ,frozen vegetables,rolls/buns,white bread,cake bar,napkins,shopping bags",16,836,11,"Hanan",22,"Fayoum","Credit"
"9115",9115,"citrus fruit,cream cheese ",2,1155,7,"Huda",39,"Gharbia","Cash"
"9116",9116,"onions,other vegetables,whole milk,yogurt,roll products ,semi-finished bread",6,1748,9,"Maged",60,"Hurghada","Credit"
"9117",9117,"beef,whole milk,oil,canned beer,salty snack",5,2140,1,"Farida",22,"Cairo","Credit"
"9118",9118,"frankfurter,rolls/buns",2,1158,9,"Maged",60,"Hurghada","Cash"
"9119",9119,"pip fruit,other vegetables,butter,domestic eggs,rolls/buns,margarine,bottled water",7,262,8,"Rania",37,"Dakahlia","Credit"
"9120",9120,"brown bread,white wine",2,2322,8,"Rania",37,"Dakahlia","Cash"
"9121",9121,"meat,tropical fruit,other vegetables,frozen vegetables,rolls/buns,soda,napkins,dishes",8,1051,11,"Hanan",22,"Fayoum","Cash"
"9122",9122,"citrus fruit,other vegetables,yogurt,cream cheese ,bottled water,long life bakery product,specialty chocolate",7,2329,6,"Walaa",29,"Cairo","Credit"
"9123",9123,"beef,root vegetables,whole milk,pastry,soda,waffles,candy",7,550,3,"Ahmed",30,"Giza","Cash"
"9124",9124,"other vegetables,whipped/sour cream,hard cheese,frozen vegetables,frozen dessert,oil,margarine,baking powder",8,121,12,"Eman",23,"Aswan","Cash"
"9125",9125,"chicken,pork,beef,berries,other vegetables,whole milk,rolls/buns",7,2211,7,"Huda",39,"Gharbia","Cash"
"9126",9126,"sausage,meat,tropical fruit,cream cheese ",4,755,14,"Magdy",36,"Sohag","Credit"
"9127",9127,"tropical fruit,whole milk,hard cheese,rolls/buns,pastry,canned vegetables,pot plants",7,1498,3,"Ahmed",30,"Giza","Credit"
"9128",9128,"soda",1,1292,7,"Huda",39,"Gharbia","Cash"
"9129",9129,"citrus fruit,tropical fruit,pip fruit,whole milk,yogurt,rolls/buns,pastry,white wine,red/blush wine,hygiene articles",10,923,13,"Sayed",37,"Cairo","Credit"
"9130",9130,"coffee",1,1847,12,"Eman",23,"Aswan","Cash"
"9131",9131,"chicken,tropical fruit,other vegetables,whole milk,dessert,frozen fish,mustard,pickled vegetables",8,1970,10,"Samy",55,"Alexandria","Credit"
"9132",9132,"sugar",1,1222,14,"Magdy",36,"Sohag","Cash"
"9133",9133,"turkey,nuts/prunes,other vegetables,whole milk,butter,curd,domestic eggs,pastry,tea",9,2446,6,"Walaa",29,"Cairo","Credit"
"9134",9134,"cleaner,female sanitary products",2,1396,1,"Farida",22,"Cairo","Credit"
"9135",9135,"herbs,other vegetables,whipped/sour cream,UHT-milk,domestic eggs,sweet spreads,specialty chocolate,decalcifier,napkins",9,2386,2,"Mohamed",25,"Alexandria","Credit"
"9136",9136,"citrus fruit,pickled vegetables,dog food,soda,salty snack,waffles,candy,dish cleaner,newspapers",9,440,11,"Hanan",22,"Fayoum","Cash"
"9137",9137,"citrus fruit,tropical fruit,other vegetables,butter milk,yogurt,pastry,waffles,candy,dental care",9,274,3,"Ahmed",30,"Giza","Credit"
"9138",9138,"beef,root vegetables,yogurt,whipped/sour cream",4,778,15,"Sameh",35,"Hurghada","Cash"
"9139",9139,"sausage,other vegetables,rolls/buns,baking powder,soda,cling film/bags,house keeping products",7,867,15,"Sameh",35,"Hurghada","Credit"
"9140",9140,"soda,bottled beer",2,138,6,"Walaa",29,"Cairo","Cash"
"9141",9141,"liquor,house keeping products,shopping bags",3,2241,3,"Ahmed",30,"Giza","Credit"
"9142",9142,"pork,rolls/buns,pastry,napkins,newspapers",5,233,7,"Huda",39,"Gharbia","Cash"
"9143",9143,"chicken,hamburger meat,whipped/sour cream,rolls/buns,soda,long life bakery product,dish cleaner",7,191,6,"Walaa",29,"Cairo","Cash"
"9144",9144,"pip fruit,other vegetables,whole milk,beverages,frozen vegetables,flour,sugar,chocolate",8,1803,12,"Eman",23,"Aswan","Cash"
"9145",9145,"beef,other vegetables,whole milk,bottled beer",4,661,7,"Huda",39,"Gharbia","Cash"
"9146",9146,"frankfurter,meat,tropical fruit,whole milk,ice cream,salty snack,detergent",7,1250,1,"Farida",22,"Cairo","Credit"
"9147",9147,"bottled water,napkins",2,383,11,"Hanan",22,"Fayoum","Cash"
"9148",9148,"canned beer",1,564,15,"Sameh",35,"Hurghada","Credit"
"9149",9149,"pip fruit",1,781,2,"Mohamed",25,"Alexandria","Cash"
"9150",9150,"pip fruit",1,751,14,"Magdy",36,"Sohag","Credit"
"9151",9151,"sausage,hamburger meat,grapes,whipped/sour cream,frozen potato products,domestic eggs,oil,seasonal products,napkins,newspapers",10,1538,8,"Rania",37,"Dakahlia","Credit"
"9152",9152,"hamburger meat,onions,whole milk,frozen vegetables,bottled water,rum",6,1843,5,"Shimaa",55,"Port Said","Credit"
"9153",9153,"sausage,grapes,baking powder,specialty vegetables,white wine,long life bakery product",6,1676,6,"Walaa",29,"Cairo","Credit"
"9154",9154,"beef,dessert,sugar,bottled beer",4,106,13,"Sayed",37,"Cairo","Cash"
"9155",9155,"other vegetables,whole milk,soda,shopping bags",4,145,8,"Rania",37,"Dakahlia","Credit"
"9156",9156,"pastry",1,285,9,"Maged",60,"Hurghada","Credit"
"9157",9157,"chicken",1,303,2,"Mohamed",25,"Alexandria","Credit"
"9158",9158,"herbs,frozen vegetables,dog food,bottled water,bottled beer,specialty chocolate",6,696,7,"Huda",39,"Gharbia","Cash"
"9159",9159,"beef,citrus fruit,cream cheese ,vinegar,margarine",5,794,1,"Farida",22,"Cairo","Credit"
"9160",9160,"butter,yogurt,sliced cheese,tidbits,rolls/buns,pudding powder,soda,waffles,newspapers",9,1038,9,"Maged",60,"Hurghada","Cash"
"9161",9161,"root vegetables,herbs,whipped/sour cream,domestic eggs",4,1757,7,"Huda",39,"Gharbia","Cash"
"9162",9162,"beef,other vegetables,whipped/sour cream,processed cheese,salt,oil,dog food,newspapers",8,1479,8,"Rania",37,"Dakahlia","Cash"
"9163",9163,"whipped/sour cream,dog food,fruit/vegetable juice,skin care,shopping bags",5,1364,5,"Shimaa",55,"Port Said","Credit"
"9164",9164,"butter,bottled water,detergent,soap",4,1684,5,"Shimaa",55,"Port Said","Credit"
"9165",9165,"root vegetables,onions,rolls/buns,white bread,sugar",5,769,9,"Maged",60,"Hurghada","Cash"
"9166",9166,"tropical fruit,other vegetables,yogurt,fruit/vegetable juice,bottled beer,newspapers",6,1716,12,"Eman",23,"Aswan","Credit"
"9167",9167,"hamburger meat,onions,other vegetables,whole milk,domestic eggs,waffles,napkins,pot plants",8,2341,4,"Adel",50,"Alexandria","Cash"
"9168",9168,"pork,beef,berries,root vegetables,herbs,butter,yogurt,white bread,brown bread,bottled water,misc. beverages,bottled beer,liquor,hygiene articles",14,2192,2,"Mohamed",25,"Alexandria","Credit"
"9169",9169,"beef,citrus fruit,root vegetables,other vegetables,rolls/buns,sugar,fruit/vegetable juice",7,1422,8,"Rania",37,"Dakahlia","Credit"
"9170",9170,"grapes,ice cream,pastry,soda,canned beer,salty snack,chewing gum,seasonal products,flower (seeds),shopping bags",10,1923,13,"Sayed",37,"Cairo","Cash"
"9171",9171,"frankfurter,meat,beef,citrus fruit,berries,root vegetables,packaged fruit/vegetables,whole milk,whipped/sour cream,frozen vegetables,rolls/buns,canned fruit,house keeping products,flower (seeds),shopping bags",15,726,6,"Walaa",29,"Cairo","Cash"
"9172",9172,"pork,beef,citrus fruit,pip fruit,root vegetables,onions,other vegetables,whole milk,butter,ice cream,bottled water,waffles,newspapers,shopping bags",14,1482,3,"Ahmed",30,"Giza","Credit"
"9173",9173,"meat,whole milk,cream cheese ,brown bread,chocolate,newspapers",6,1444,13,"Sayed",37,"Cairo","Cash"
"9174",9174,"sausage,chicken,citrus fruit,pip fruit,root vegetables,other vegetables,whole milk,yogurt,whipped/sour cream,domestic eggs,white bread,soda,shopping bags",13,837,15,"Sameh",35,"Hurghada","Cash"
"9175",9175,"root vegetables,whole milk,long life bakery product",3,2212,4,"Adel",50,"Alexandria","Credit"
"9176",9176,"sausage,ham,frozen dessert,salty snack",4,283,10,"Samy",55,"Alexandria","Credit"
"9177",9177,"canned beer",1,428,9,"Maged",60,"Hurghada","Cash"
"9178",9178,"citrus fruit,tropical fruit,grapes,berries,other vegetables,whole milk,UHT-milk,bottled water,fruit/vegetable juice",9,1988,11,"Hanan",22,"Fayoum","Credit"
"9179",9179,"frankfurter,other vegetables,yogurt,rolls/buns,pastry,margarine,sugar,waffles,chocolate,chocolate marshmallow",10,1753,8,"Rania",37,"Dakahlia","Credit"
"9180",9180,"sausage,other vegetables,whipped/sour cream,processed cheese,brown bread",5,363,8,"Rania",37,"Dakahlia","Credit"
"9181",9181,"pork,root vegetables,other vegetables,whole milk,cream cheese ,coffee,bottled water,bottled beer",8,145,9,"Maged",60,"Hurghada","Credit"
"9182",9182,"sausage,root vegetables,onions,other vegetables,whole milk,butter milk,sliced cheese,curd cheese,frozen vegetables,rolls/buns",10,528,6,"Walaa",29,"Cairo","Cash"
"9183",9183,"citrus fruit,whipped/sour cream,pastry",3,161,9,"Maged",60,"Hurghada","Credit"
"9184",9184,"whole milk,butter,yogurt,whipped/sour cream,domestic eggs,coffee",6,1916,6,"Walaa",29,"Cairo","Cash"
"9185",9185,"tropical fruit,pip fruit,root vegetables,other vegetables,whole milk,dessert,yogurt,UHT-milk,baking powder,canned vegetables,waffles",11,462,8,"Rania",37,"Dakahlia","Cash"
"9186",9186,"other vegetables,bottled beer,canned beer",3,967,6,"Walaa",29,"Cairo","Credit"
"9187",9187,"rolls/buns",1,2017,5,"Shimaa",55,"Port Said","Cash"
"9188",9188,"other vegetables,curd,whipped/sour cream,UHT-milk,sugar,bottled beer,napkins",7,187,5,"Shimaa",55,"Port Said","Cash"
"9189",9189,"sausage,canned beer,salty snack",3,857,5,"Shimaa",55,"Port Said","Credit"
"9190",9190,"root vegetables,other vegetables,frozen vegetables,frozen fish,rolls/buns,dog food,popcorn,newspapers",8,2314,15,"Sameh",35,"Hurghada","Credit"
"9191",9191,"pastry",1,2493,13,"Sayed",37,"Cairo","Credit"
"9192",9192,"bottled water",1,1393,10,"Samy",55,"Alexandria","Credit"
"9193",9193,"other vegetables,whole milk,dessert,sliced cheese,hard cheese,cream cheese ,pastry,margarine,sugar,ready soups,bottled water,soda,salty snack,newspapers,shopping bags",15,1670,3,"Ahmed",30,"Giza","Cash"
"9194",9194,"tropical fruit,pip fruit,yogurt,canned vegetables,misc. beverages",5,1645,3,"Ahmed",30,"Giza","Cash"
"9195",9195,"frankfurter,yogurt,frozen fish,ice cream,frozen potato products,pastry,margarine,canned fish,soda,bottled beer,salty snack,nut snack,long life bakery product,specialty bar,candy",15,1128,9,"Maged",60,"Hurghada","Credit"
"9196",9196,"pastry,oil,margarine",3,961,14,"Magdy",36,"Sohag","Credit"
"9197",9197,"citrus fruit,domestic eggs",2,1351,14,"Magdy",36,"Sohag","Credit"
"9198",9198,"meat,chicken,pork,pip fruit,other vegetables,whole milk,butter milk,frozen vegetables,rolls/buns,rice,sugar,coffee,photo/film",13,320,10,"Samy",55,"Alexandria","Cash"
"9199",9199,"ice cream,sugar,coffee,bottled water,soda,fruit/vegetable juice,shopping bags",7,485,6,"Walaa",29,"Cairo","Credit"
